ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2024-09-12,34,94693,700,Employed,Associate,14,29802,36,Married,3,Mortgage,1013,0.393,10,3,0.128,0,Other,1,15,13,84751,11765,197880,46950,7891,0.646,14,150930,0.0527,0.0641,912.18,0.244,1,78.23
2024-01-23,43,53985,585,Employed,Bachelor,23,94250,120,Divorced,2,Mortgage,1106,0.277,10,1,0.246,0,Other,0,27,13,7424,8305,196399,93911,4498,0.737,13,102488,0.0307,0.0768,1127.64,0.496,0,19.2
2024-08-04,25,15478,745,Employed,Master,4,4289,24,Single,1,Rent,203,0.552,0,1,0.157,0,Auto,0,25,4,7140,1902,65565,3173,1289,0.801,4,62392,0.0316,0.0395,186.15,0.302,1,88.82
2023-05-15,37,32099,559,Unemployed,Master,19,46087,72,Married,3,Mortgage,298,0.258,6,4,0.111,0,Home,1,1,6,4147,5096,48216,91255,2674,0.874,0,-43039,0.0541,0.0999,853.57,0.43,0,0.11
2023-05-19,57,72442,738,Employed,Master,37,114715,12,Single,2,Mortgage,2687,0.316,4,0,0.445,0,Auto,0,24,16,41266,815,104735,122199,6036,0.657,6,-17464,0.0431,0.0654,9901.61,2.085,0,39.67
2024-10-06,74,41375,666,Employed,High School,55,88515,24,Married,2,Rent,1855,0.551,7,3,0.538,0,Home,0,1,22,17387,8726,218103,79726,3447,0.865,22,138377,0.0372,0.0776,3993.61,1.696,0,10.94
2024-12-15,45,80171,448,Employed,Bachelor,22,132436,48,Single,4,Own,2039,0.096,5,1,0.305,0,Auto,0,7,9,4125,6143,330192,260518,6680,0.748,2,69674,0.0356,0.1188,3479.75,0.826,0,0.4
2023-01-12,61,29625,665,Self-Employed,Associate,41,3907,48,Single,2,Rent,510,0.537,7,0,0.207,0,Education,0,32,27,863,2789,82533,3634,2468,0.515,12,78899,0.0444,0.0685,93.29,0.244,1,76.86
2024-03-28,48,65569,714,Self-Employed,Bachelor,30,42263,60,Single,2,Mortgage,717,0.106,13,1,0.131,0,Other,0,36,18,41750,18586,385209,66812,5464,0.761,0,318397,0.0359,0.044,785.99,0.275,1,93.46
2024-01-24,45,67236,549,Self-Employed,High School,27,48345,12,Married,3,Mortgage,1007,0.285,13,0,0.18,0,Other,0,28,26,47026,16130,119508,51012,5603,0.452,24,68496,0.0347,0.0864,4219.78,0.933,0,3.09
2024-02-21,48,80414,583,Employed,Bachelor,25,62998,60,Married,0,Rent,1290,0.204,0,2,0.193,0,Home,0,2,15,25507,3900,103309,57819,6701,0.635,19,45490,0.0441,0.088,1301.63,0.387,0,24.59
2024-04-20,73,39042,667,Employed,Doctorate,55,52699,48,Single,3,Rent,659,0.129,12,0,0.203,0,Auto,0,0,18,1299,8456,122102,30262,3253,0.835,6,91840,0.0584,0.0818,1290.99,0.599,1,78.78
2024-05-21,21,80009,613,Employed,Bachelor,3,99689,24,Married,4,Rent,1212,0.47,5,2,0.182,0,Debt Consolidation,0,47,2,31549,5751,125962,126934,6667,0.899,3,-972,0.0486,0.0844,4528.7,0.861,0,47.63
2024-10-04,47,115068,689,Employed,High School,28,120250,60,Single,0,Own,1153,0.202,4,4,0.12,1,Home,0,12,19,86454,9827,639682,211699,9589,0.816,17,427983,0.0566,0.0704,2383.36,0.369,1,93.27
2023-09-05,20,17390,641,Employed,Master,1,15212,48,Single,1,Mortgage,321,0.029,14,3,0.221,0,Home,0,28,1,15162,3543,73147,13172,1449,0.623,1,59975,0.0481,0.0789,370.58,0.477,0,21.62
2024-03-11,68,55595,541,Employed,Bachelor,50,38209,12,Married,1,Rent,439,0.31,15,0,0.095,0,Auto,0,17,28,13084,10929,144726,38232,4632,0.683,11,106494,0.0568,0.1063,3370.38,0.822,0,1.12
2023-12-25,52,21956,850,Employed,Associate,29,4604,84,Married,1,Own,644,0.071,0,1,0.352,0,Auto,0,47,33,14563,116,82982,2369,1829,0.509,2,80613,0.0415,0.0591,67.06,0.389,1,79.62
2023-06-26,20,35238,629,Employed,Associate,2,12076,120,Single,3,Mortgage,1279,0.127,7,1,0.436,0,Auto,0,34,1,8196,1623,36174,20499,2936,0.993,2,15675,0.0363,0.0808,147.03,0.486,0,20.34
2023-03-23,54,36706,671,Self-Employed,Master,32,16537,48,Married,1,Mortgage,283,0.067,1,1,0.093,0,Auto,0,1,34,21819,5865,115654,16225,3058,0.821,12,99429,0.0542,0.0711,396.84,0.222,1,88.8
2024-05-16,43,52405,819,Self-Employed,Associate,20,92076,60,Married,4,Rent,1268,0.406,9,0,0.29,0,Auto,0,41,10,44536,10772,311864,94870,4367,0.899,14,216994,0.0392,0.0537,1753.24,0.692,1,97.8
2023-12-29,20,65432,737,Employed,Associate,0,90798,60,Married,3,Mortgage,2787,0.242,7,4,0.511,0,Debt Consolidation,0,6,0,11131,16083,285157,167257,5452,0.826,0,117900,0.034,0.0596,1753.69,0.833,1,60.44
2024-05-18,74,85177,709,Self-Employed,Master,56,48133,72,Divorced,1,Own,1980,0.116,8,1,0.279,0,Home,0,12,50,22689,5572,84034,36219,7098,0.927,2,47815,0.0457,0.0624,803.17,0.392,1,93.49
2024-01-21,39,61821,755,Employed,Master,17,15159,48,Single,2,Own,1838,0.126,9,0,0.357,0,Debt Consolidation,0,46,7,53917,17243,354916,18501,5151,0.811,2,336415,0.0477,0.0656,359.91,0.427,1,74.04
2024-06-06,19,75872,709,Employed,Master,0,54055,24,Single,1,Rent,503,0.174,3,0,0.08,0,Other,0,8,0,17964,1162,184699,61045,6322,0.891,0,123654,0.0316,0.0384,2343.49,0.45,1,94.4
2024-12-17,53,31594,709,Employed,Bachelor,33,54807,72,Married,4,Mortgage,1073,0.063,14,3,0.408,0,Debt Consolidation,0,42,25,25901,5612,80064,103178,2632,0.814,18,-23114,0.0425,0.0656,922.87,0.758,0,48.76
2023-10-31,39,91888,711,Employed,Master,20,39685,72,Married,5,Own,1449,0.518,3,0,0.189,0,Other,0,15,18,77344,13061,470179,78041,7657,0.863,20,392138,0.049,0.0607,659.01,0.275,1,95.96
2023-02-07,56,10426,644,Self-Employed,Bachelor,34,9868,48,Married,3,Other,268,0.114,10,0,0.308,1,Auto,0,47,16,1151,2029,9743,11095,868,0.849,0,-1352,0.0347,0.0691,235.89,0.58,0,16.92
2023-12-13,27,116232,756,Employed,Master,6,72591,72,Single,1,Mortgage,2146,0.185,4,6,0.222,0,Debt Consolidation,0,41,6,29242,2781,492349,65900,9686,0.768,5,426449,0.0458,0.0569,1192.45,0.345,1,98.5
2023-12-07,66,106255,720,Employed,Associate,48,15621,120,Single,0,Rent,3745,0.027,12,0,0.423,0,Auto,0,14,27,89922,26229,570917,11125,8854,0.371,1,559792,0.0329,0.054,168.76,0.442,1,86.44
2024-08-18,42,78828,453,Self-Employed,High School,22,102551,48,Single,3,Other,2018,0.251,2,2,0.307,1,Education,0,8,23,24702,509,356107,189654,6569,0.76,4,166453,0.0455,0.1276,2738.99,0.724,0,0.16
2023-10-26,42,165129,736,Employed,Doctorate,20,327214,12,Single,4,Rent,2871,0.283,10,1,0.209,0,Home,1,9,16,98300,12225,466299,152189,13760,0.665,18,314110,0.0566,0.067,28267.53,2.263,1,95.94
2023-08-09,64,21984,588,Unemployed,Bachelor,41,18256,48,Single,4,Rent,802,0.307,3,4,0.438,0,Auto,0,4,17,16259,5470,97003,18862,1832,0.681,11,78141,0.0538,0.1087,470.68,0.695,0,3.28
2023-10-19,49,79994,681,Self-Employed,Master,26,67274,12,Divorced,4,Own,594,0.098,0,4,0.089,0,Home,0,30,13,20649,4344,160099,102233,6666,0.879,2,57866,0.0499,0.0641,5802.72,0.96,1,86.22
2023-01-23,18,57962,509,Unemployed,Bachelor,0,80578,24,Married,0,Rent,2193,0.196,5,4,0.454,1,Home,0,17,0,22143,1999,297665,54811,4830,0.689,0,242854,0.0451,0.1206,3795.34,1.24,0,0.15
2024-01-15,51,61208,607,Self-Employed,Associate,28,28762,48,Married,5,Rent,930,0.403,0,1,0.182,0,Auto,0,1,22,31561,1607,130498,36228,5100,0.853,15,94270,0.03,0.0673,685.14,0.317,0,11.92
2023-10-17,55,30279,627,Self-Employed,Bachelor,34,42440,84,Widowed,5,Rent,1140,0.136,3,1,0.452,0,Education,0,20,23,8327,5537,157888,42359,2523,0.887,7,115529,0.0309,0.0768,654.73,0.711,0,16.27
2023-12-23,36,65999,708,Employed,Bachelor,14,131637,24,Single,3,Own,2380,0.301,7,1,0.433,0,Home,0,27,16,33779,6048,74948,54235,5499,0.747,14,20713,0.0459,0.0706,5897.31,1.505,0,46.92
2023-12-07,28,64467,607,Employed,Bachelor,8,113445,36,Single,0,Mortgage,540,0.014,0,1,0.101,0,Home,0,24,3,13714,9448,338980,222146,5372,0.66,8,116834,0.0496,0.0829,3570.15,0.765,0,31.54
2023-06-02,21,38376,465,Employed,High School,0,14468,12,Single,5,Own,282,0.501,6,3,0.088,0,Debt Consolidation,0,43,2,18563,6682,160024,21636,3198,0.891,0,138388,0.0437,0.1118,1279.92,0.488,0,0.4
2023-10-22,67,52347,615,Employed,Bachelor,48,59487,72,Single,5,Own,703,0.165,6,2,0.161,0,Debt Consolidation,0,9,32,1643,2116,114711,92164,4362,0.456,2,22547,0.0343,0.0686,1010.2,0.393,0,34.11
2024-03-03,18,28078,625,Employed,Associate,0,21024,120,Single,1,Own,1114,0.169,1,3,0.476,0,Debt Consolidation,0,5,0,2537,1536,85630,39470,2339,0.451,0,46160,0.0582,0.1058,284.63,0.598,0,12.46
2023-11-03,51,44458,716,Employed,Master,32,32281,72,Married,3,Mortgage,439,0.02,8,2,0.118,0,Auto,0,4,11,34507,8766,147388,20620,3704,0.779,3,126768,0.0382,0.0451,512.58,0.257,1,79.16
2023-08-11,66,87588,673,Employed,Master,46,157253,72,Single,2,Rent,1699,0.598,8,2,0.233,0,Auto,0,21,16,5279,13401,281827,133195,7299,0.937,14,148632,0.0312,0.0546,2566.24,0.584,1,81.11
2023-09-23,38,88468,591,Employed,Bachelor,18,147779,24,Single,3,Mortgage,473,0.254,0,3,0.064,0,Debt Consolidation,0,33,9,37521,628,164468,204070,7372,0.662,18,-39602,0.0367,0.0722,6631.2,0.964,0,43.02
2023-07-06,29,79566,684,Employed,Associate,6,143333,36,Married,3,Mortgage,3507,0.233,9,1,0.529,0,Home,1,3,9,8732,19608,322502,233344,6630,0.848,6,89158,0.0342,0.0696,4423.09,1.196,0,19.45
2024-11-22,59,87569,825,Employed,Master,38,190974,12,Married,3,Mortgage,3666,0.489,13,3,0.502,0,Debt Consolidation,0,24,36,48164,14852,223785,271223,7297,0.886,11,-47438,0.0346,0.0597,16433.82,2.754,1,67.89
2024-01-11,54,88144,765,Employed,Doctorate,33,37363,120,Married,0,Own,1811,0.101,7,1,0.247,1,Other,0,0,13,44435,11983,452910,35618,7345,0.698,8,417292,0.0421,0.0544,404.38,0.302,1,87.41
2023-10-07,18,39270,488,Employed,High School,0,38555,36,Single,2,Rent,779,0.316,3,1,0.238,0,Home,0,22,0,31433,4509,135849,32767,3272,0.58,0,103082,0.0325,0.1024,1248.41,0.62,0,0.45
2023-07-06,51,64200,850,Employed,Master,31,54770,12,Married,1,Rent,2939,0.37,2,2,0.549,0,Debt Consolidation,0,36,18,248,13755,76577,87173,5350,0.912,4,-10596,0.0362,0.0637,4723.18,1.432,1,83.78
2024-04-08,18,93282,766,Employed,High School,0,160920,12,Married,2,Own,3167,0.389,6,1,0.407,0,Auto,0,32,0,30657,9662,144308,83684,7773,0.791,0,60624,0.0402,0.0606,13854.25,2.19,1,72.62
2023-04-06,41,27179,802,Employed,High School,19,22903,24,Divorced,3,Own,1075,0.188,4,2,0.475,0,Auto,0,47,8,14205,7531,58588,37688,2264,0.95,19,20900,0.051,0.0748,1030.42,0.93,1,60.6
2024-10-05,35,27101,523,Employed,Master,16,28879,12,Single,0,Rent,568,0.57,10,1,0.251,0,Other,1,15,13,3371,5563,36402,42028,2258,0.709,3,-5626,0.0547,0.1165,2561.14,1.385,0,0.18
2024-11-25,66,26361,622,Employed,High School,48,28137,84,Married,5,Mortgage,409,0.678,2,2,0.186,0,Home,0,41,45,6020,5660,108745,32137,2196,0.864,6,76608,0.0361,0.0699,424.53,0.379,0,15.94
2023-12-17,74,22186,712,Employed,High School,53,2826,72,Married,1,Mortgage,738,0.205,10,1,0.399,0,Other,0,16,42,12622,3717,120270,2267,1848,0.711,19,118003,0.0338,0.0558,46.28,0.424,0,23.14
2024-02-11,58,32035,559,Employed,High School,36,17553,84,Single,5,Own,1212,0.151,12,1,0.454,0,Education,0,11,25,7525,100,64754,28298,2669,0.809,2,36456,0.0455,0.1084,299.08,0.566,0,0.46
2024-01-26,60,41658,707,Employed,Bachelor,38,74129,24,Divorced,1,Rent,417,0.278,3,1,0.12,0,Other,0,33,14,32469,8664,133808,31348,3471,0.858,23,102460,0.0364,0.0457,3237.89,1.053,1,91.01
2023-04-07,19,115399,806,Employed,Bachelor,0,134206,24,Married,2,Mortgage,1418,0.127,5,3,0.147,0,Debt Consolidation,0,5,0,77616,25451,650402,72461,9616,0.593,0,577941,0.0495,0.0568,5928.76,0.764,1,98.93
2024-01-04,21,43532,630,Self-Employed,Bachelor,1,36421,120,Married,5,Mortgage,1865,0.19,8,2,0.514,0,Auto,1,14,2,1800,10431,111685,18541,3627,0.773,1,93144,0.0372,0.0854,452.35,0.639,0,7.32
2024-12-08,63,25382,813,Unemployed,Doctorate,44,39997,72,Single,1,Mortgage,1105,0.23,11,3,0.522,0,Debt Consolidation,0,45,35,22093,3514,131954,79323,2115,0.67,11,52631,0.0427,0.0688,679.61,0.844,1,53.5
2024-05-18,42,58870,723,Employed,High School,21,117968,36,Single,5,Mortgage,2551,0.225,10,2,0.52,0,Home,0,43,18,8375,15221,135972,111342,4905,0.95,19,24630,0.0456,0.0716,3651.15,1.264,1,50.14
2023-09-17,47,49292,492,Employed,Master,29,80536,12,Single,4,Mortgage,892,0.382,11,1,0.217,0,Other,1,4,15,13765,9441,183809,109304,4107,0.876,11,74505,0.0492,0.1171,7144.6,1.956,0,0.2
2023-05-19,58,36641,581,Employed,High School,35,26237,24,Married,2,Rent,745,0.558,3,2,0.244,0,Other,0,18,30,5533,1143,30617,12339,3053,0.775,2,18278,0.0568,0.1038,1215.31,0.642,0,6.34
2024-03-21,38,40365,759,Employed,High School,16,17326,24,Married,5,Rent,199,0.178,11,3,0.059,0,Home,0,25,16,7877,5042,164720,18731,3363,0.837,14,145989,0.0432,0.0462,757.17,0.284,1,89.53
2024-09-05,57,92368,567,Employed,High School,36,200360,84,Single,3,Mortgage,3835,0.286,6,3,0.498,1,Auto,0,3,27,23900,8973,244968,124612,7697,0.913,12,120356,0.0482,0.1114,3445.42,0.946,0,0.92
2023-12-21,60,26770,757,Employed,Master,41,40914,48,Married,2,Rent,186,0.408,2,2,0.083,0,Home,0,40,30,16137,2699,86372,41530,2230,0.894,8,44842,0.0337,0.0378,919.78,0.496,1,97.23
2024-05-04,31,23555,715,Employed,Bachelor,12,11467,12,Single,2,Own,800,0.437,13,2,0.408,0,Debt Consolidation,0,36,11,10328,2850,67520,22415,1962,0.851,3,45105,0.0453,0.067,990.62,0.912,0,29.11
2024-03-09,57,68419,688,Employed,Bachelor,34,68695,24,Married,3,Rent,444,0.222,13,2,0.078,0,Home,1,19,22,49159,14583,315535,73497,5701,0.883,13,242038,0.0484,0.0603,3045.53,0.612,1,89.3
2023-12-29,27,39855,608,Employed,Bachelor,9,33286,24,Divorced,0,Other,1748,0.224,13,2,0.526,0,Auto,0,18,7,19359,5484,180493,29173,3321,0.741,9,151320,0.0547,0.109,1549.84,0.993,0,8.22
2024-08-09,36,117724,687,Employed,Bachelor,18,49589,24,Single,0,Mortgage,2897,0.04,13,0,0.295,0,Home,0,27,14,45569,3651,352401,80427,9810,0.313,5,271974,0.0576,0.0806,2244.13,0.524,1,96.82
2023-03-17,63,50153,811,Employed,High School,43,79274,48,Married,4,Rent,2002,0.114,5,0,0.479,0,Debt Consolidation,0,42,28,23684,5615,273873,83576,4179,0.785,6,190297,0.058,0.082,1942.76,0.944,1,82.0
2024-07-24,75,51524,624,Employed,Master,56,18298,48,Single,0,Rent,797,0.462,7,0,0.186,1,Debt Consolidation,0,32,35,852,14763,247914,25520,4293,0.754,11,222394,0.056,0.0893,454.74,0.292,0,14.07
2023-05-01,21,80280,714,Employed,Bachelor,0,145222,60,Married,4,Own,3164,0.537,5,2,0.473,1,Home,0,43,1,32797,16310,340661,144035,6690,0.438,0,196626,0.0591,0.0842,2973.86,0.917,0,29.02
2023-11-06,55,23480,840,Unemployed,Associate,37,15992,24,Married,0,Own,893,0.014,7,1,0.456,0,Education,0,37,15,6767,4656,55076,13031,1956,0.869,1,42045,0.0521,0.0749,719.56,0.824,1,77.06
2023-09-28,51,64138,683,Employed,Bachelor,29,71722,120,Married,4,Own,773,0.019,14,2,0.145,0,Other,0,24,31,25548,3084,265768,131954,5344,0.884,20,133814,0.0408,0.0573,786.57,0.292,1,93.45
2023-01-25,53,45124,615,Employed,Doctorate,31,28969,24,Married,2,Rent,1300,0.216,3,1,0.346,0,Home,0,4,30,38792,2180,157417,55637,3760,0.945,1,101780,0.0565,0.1,1336.77,0.701,0,15.43
2023-04-13,63,90526,614,Unemployed,Bachelor,44,58194,60,Married,0,Rent,3554,0.201,3,0,0.471,0,Auto,0,21,21,3506,1144,99944,109378,7543,0.645,4,-9434,0.059,0.109,1262.38,0.638,0,25.09
2023-04-19,22,39207,472,Unemployed,Bachelor,1,41290,72,Single,1,Own,549,0.092,2,1,0.168,1,Education,0,5,1,25111,11541,199111,23904,3267,0.898,1,175207,0.0542,0.1246,817.14,0.418,0,0.17
2023-05-15,60,59184,550,Employed,Master,38,33358,24,Widowed,0,Rent,691,0.281,10,1,0.14,0,Debt Consolidation,0,24,29,22444,2037,119621,18187,4932,0.957,18,101434,0.0328,0.0823,1512.19,0.447,0,1.8
2024-07-24,34,45275,690,Employed,Doctorate,11,16041,48,Single,3,Rent,1220,0.567,13,0,0.323,0,Home,0,25,7,1212,7702,77067,5782,3772,0.73,1,71285,0.051,0.0746,387.55,0.426,1,71.5
2024-08-15,26,66599,747,Self-Employed,High School,4,17330,84,Married,2,Mortgage,308,0.314,3,3,0.055,0,Auto,0,20,6,43583,858,151948,14231,5549,0.823,2,137717,0.0344,0.0372,234.65,0.098,1,96.86
2023-11-12,43,47783,621,Employed,Master,20,77880,48,Single,3,Mortgage,1626,0.067,15,1,0.408,0,Auto,0,36,12,37283,6972,69884,107892,3981,0.662,18,-38008,0.0521,0.0972,1964.78,0.902,0,21.47
2023-11-05,19,61768,746,Employed,Master,1,120726,72,Married,0,Own,886,0.267,13,2,0.172,0,Home,0,24,0,11525,18429,296173,230858,5147,0.841,1,65315,0.0495,0.0581,1989.97,0.559,1,93.49
2024-12-08,54,130172,740,Unemployed,Master,33,94006,72,Married,5,Other,5950,0.274,13,1,0.549,0,Home,1,28,10,38541,12342,413945,121961,10847,0.744,14,291984,0.0314,0.0588,1552.63,0.692,0,46.99
2024-08-27,50,46957,590,Unemployed,Bachelor,28,84866,12,Married,2,Rent,1618,0.314,4,1,0.413,0,Home,0,26,16,26645,6433,257139,110860,3913,0.986,20,146279,0.043,0.0962,7446.08,2.316,0,6.97
2024-10-24,47,66262,606,Unemployed,High School,28,86268,24,Married,3,Mortgage,2700,0.1,4,1,0.489,0,Auto,0,43,26,2023,18616,327942,66814,5521,0.413,8,261128,0.0576,0.1106,4023.17,1.218,0,24.67
2023-09-19,19,169945,538,Employed,Bachelor,0,77683,12,Married,3,Mortgage,2412,0.582,9,2,0.17,0,Home,0,47,0,119474,36921,713378,95879,14162,0.701,0,617499,0.0376,0.0916,6799.26,0.65,0,13.55
2023-02-19,62,65836,726,Employed,Bachelor,44,127246,48,Married,3,Other,363,0.15,13,6,0.066,0,Auto,0,6,36,2808,14455,261054,192607,5486,0.664,8,68447,0.034,0.0373,2857.75,0.587,1,96.54
2024-02-24,20,16041,660,Employed,High School,0,2231,24,Married,2,Rent,121,0.344,12,2,0.091,0,Auto,0,1,1,2174,484,10803,4117,1336,0.864,0,6686,0.0555,0.075,100.39,0.166,1,76.29
2024-02-06,33,38826,739,Self-Employed,Master,10,65236,48,Married,2,Mortgage,998,0.46,1,0,0.308,0,Home,0,14,11,22355,2670,105836,53280,3235,0.627,10,52556,0.0525,0.0679,1555.81,0.789,1,81.67
2023-11-23,40,29676,654,Self-Employed,Bachelor,22,44850,24,Single,4,Mortgage,376,0.518,5,0,0.152,0,Debt Consolidation,0,32,7,3407,6316,133125,44642,2473,0.423,20,88483,0.0483,0.0724,2012.93,0.966,0,16.61
2024-03-20,58,85903,575,Employed,High School,39,57097,24,Married,2,Mortgage,1308,0.164,12,0,0.183,0,Home,0,23,14,50546,5387,315924,33666,7158,0.735,20,282258,0.0301,0.0755,2570.64,0.542,0,4.16
2024-08-19,41,51693,730,Self-Employed,Associate,21,41479,60,Married,0,Mortgage,1505,0.454,7,0,0.349,0,Auto,0,48,21,30184,3946,157521,63527,4307,0.819,6,93994,0.0563,0.0738,828.79,0.542,1,85.76
2024-08-03,65,92204,481,Employed,Bachelor,42,112729,24,Married,1,Mortgage,896,0.165,11,0,0.117,1,Auto,1,47,18,19730,3895,215880,190636,7683,0.912,20,25244,0.0502,0.1158,5284.46,0.804,0,0.09
2024-08-11,72,73554,629,Self-Employed,High School,50,90090,72,Married,1,Rent,3090,0.467,3,0,0.504,0,Auto,0,48,26,17942,11339,106088,173676,6129,0.653,9,-67588,0.0323,0.0802,1580.45,0.762,0,33.14
2023-04-03,62,73395,590,Employed,Bachelor,39,158336,60,Married,2,Rent,2452,0.191,15,0,0.401,0,Education,0,45,26,18102,17268,73383,237337,6116,0.495,14,-163954,0.0329,0.0854,3251.56,0.933,0,29.86
2023-05-24,20,29388,797,Employed,Bachelor,0,51054,60,Married,3,Rent,280,0.195,14,4,0.114,0,Home,0,15,1,2604,7419,27683,61496,2449,0.828,0,-33813,0.0303,0.036,931.05,0.494,1,91.24
2024-10-06,62,69734,817,Employed,Bachelor,41,55079,72,Married,5,Rent,856,0.303,7,2,0.147,0,Auto,1,7,33,46365,20051,302171,87412,5811,0.672,11,214759,0.05,0.0574,906.07,0.303,1,88.81
2024-04-15,29,107290,698,Self-Employed,Master,10,141345,12,Widowed,5,Own,2725,0.62,14,1,0.305,0,Home,0,43,5,16259,4541,259727,94210,8940,0.727,5,165517,0.0592,0.0799,12294.73,1.68,1,97.7
2024-09-16,69,26277,607,Self-Employed,Doctorate,48,4094,60,Married,2,Mortgage,751,0.491,0,0,0.343,0,Education,0,4,21,850,6065,36165,1643,2189,0.526,5,34522,0.0404,0.0858,84.15,0.381,0,6.22
2023-11-13,74,46232,814,Employed,Bachelor,54,62402,120,Married,1,Mortgage,701,0.121,3,2,0.182,0,Auto,0,12,32,10984,1192,218031,104694,3852,0.805,0,113337,0.0516,0.0607,694.99,0.362,1,97.55
2023-09-28,22,64680,597,Employed,Doctorate,0,115557,36,Single,1,Own,2935,0.085,12,1,0.545,1,Education,0,26,2,36458,18047,92632,190843,5390,0.639,0,-98211,0.0422,0.1002,3729.78,1.236,0,3.46
2023-03-11,23,56897,535,Employed,Associate,3,121137,60,Married,3,Rent,1482,0.228,10,3,0.313,0,Other,0,35,2,34,6750,160090,159880,4741,0.752,3,210,0.0479,0.1098,2632.6,0.868,0,2.21
2024-01-29,58,111111,481,Unemployed,Doctorate,36,74717,24,Married,0,Rent,4524,0.245,3,0,0.489,0,Education,0,27,31,42369,26856,603288,33240,9259,0.857,11,570048,0.0473,0.1315,3557.45,0.873,0,1.27
2024-09-03,26,77983,669,Employed,Bachelor,7,150429,48,Married,4,Own,2374,0.234,7,0,0.365,0,Auto,0,19,7,61989,2427,369375,208819,6498,0.937,0,160556,0.0332,0.0642,3561.87,0.913,1,63.73
2024-02-18,74,66373,505,Employed,Master,52,53235,72,Married,0,Mortgage,2865,0.451,15,1,0.518,0,Home,0,26,46,10418,6694,71581,63271,5531,0.699,20,8310,0.0581,0.1377,1090.4,0.715,0,0.37
2023-04-04,49,81536,787,Employed,Bachelor,29,80814,48,Single,0,Mortgage,1078,0.122,3,1,0.159,0,Auto,0,12,10,50285,243,416298,154729,6794,0.462,6,261569,0.0497,0.0576,1889.04,0.437,1,97.87
2023-11-08,51,79391,607,Employed,Master,31,149967,12,Single,3,Rent,3407,0.192,15,1,0.515,0,Debt Consolidation,0,15,22,52949,9523,364016,156098,6615,0.672,18,207918,0.0591,0.1131,13276.03,2.522,0,31.79
2024-02-09,67,55300,544,Unemployed,Bachelor,45,109887,60,Married,4,Rent,1572,0.094,5,2,0.341,0,Auto,0,29,33,48642,4352,96557,204764,4608,0.902,3,-108207,0.0414,0.1024,2347.77,0.851,0,1.88
2023-07-13,30,45369,760,Employed,Master,10,62296,84,Divorced,1,Rent,827,0.105,10,1,0.219,0,Home,0,15,5,40171,1245,77554,22874,3780,0.87,8,54680,0.0547,0.0656,926.87,0.464,1,94.85
2023-09-08,50,88889,738,Self-Employed,Master,32,138750,12,Married,5,Rent,577,0.504,8,2,0.078,0,Education,1,17,17,58420,23153,520159,123922,7407,0.635,17,396237,0.038,0.0419,11826.6,1.674,1,93.71
2023-11-28,75,37363,809,Unemployed,High School,55,13588,72,Single,4,Rent,1195,0.333,14,0,0.384,0,Debt Consolidation,0,11,36,16236,5730,187402,5136,3113,0.808,6,182266,0.0567,0.0759,235.53,0.459,1,53.18
2023-12-22,19,52253,507,Unemployed,Bachelor,0,55575,120,Single,3,Mortgage,1555,0.542,3,1,0.357,0,Debt Consolidation,0,3,0,22804,11033,173988,28581,4354,0.939,0,145407,0.0365,0.1076,758.02,0.531,0,0.26
2024-07-10,28,30382,488,Unemployed,Bachelor,5,9609,60,Widowed,2,Mortgage,132,0.09,10,1,0.052,0,Home,0,34,7,11276,6698,115123,2962,2531,0.729,4,112161,0.0346,0.0952,201.9,0.132,0,1.57
2023-03-30,26,78107,800,Unemployed,High School,5,81652,120,Single,1,Own,1578,0.298,7,1,0.242,0,Auto,1,26,2,61041,14316,172952,41100,6508,0.664,5,131852,0.0431,0.0552,886.95,0.379,1,97.0
2024-08-07,37,100334,407,Employed,High School,16,165226,36,Married,0,Mortgage,3895,0.453,3,4,0.466,0,Debt Consolidation,0,27,6,55502,18735,311424,92358,8361,0.956,12,219066,0.04,0.1416,5659.88,1.143,0,0.29
2024-06-06,25,33935,550,Self-Employed,Doctorate,6,43398,36,Married,4,Mortgage,938,0.169,13,2,0.332,0,Auto,0,40,2,28370,7477,156059,31384,2827,0.591,3,124675,0.0551,0.1142,1429.44,0.837,0,0.48
2023-07-25,27,50163,664,Self-Employed,Master,5,98548,24,Divorced,2,Own,635,0.294,4,2,0.152,0,Education,0,33,5,21596,1720,246187,47489,4180,0.957,5,198698,0.0436,0.0652,4390.83,1.202,1,79.94
2024-09-29,67,42615,540,Unemployed,Associate,46,44178,72,Married,5,Own,1906,0.084,12,0,0.537,0,Debt Consolidation,1,15,27,22167,5038,49979,19486,3551,0.936,5,30493,0.0516,0.1234,871.52,0.782,0,0.33
